Autor_Art,Autor_Ref,Decada,Num_Ref
D C Franco,Jennrich R I,2000,1
D C Franco,Stroup W W,2000,1
S P Barreto,Henderson C R,2000,2
S P Barreto,Mclean R A,2000,1
S P Barreto,Sanders W L,2000,1
M A Ayala,Grubisic E,2000,1
M A Ayala,Herrera García B,2000,1
M A Ayala,Hosmer D W,2000,1
M A Ayala,Kaplan E L,2000,1
M A Ayala,Medina Y,2000,1
M A Ayala,Schoenfeld D,2000,1
R E Borges,Burdiso T,2000,1
R E Borges,Borges R,2000,2
R E Borges,Cox D R,2000,1
R E Borges,Fleming T R,2000,2
R E Borges,González Hermosillo B,2000,1
R E Borges,Colmenares G,2000,1
R E Borges,Orlandoni G,2000,1
R E Borges,Hosmer D W,2000,1
R E Borges,Meier P,2000,1
R E Borges,Moeschberger M L,2000,1
R E Borges,Medina Y,2000,1
R E Borges,Thomas Lumley,2000,1
R E Borges,Schoenfeld D,2000,1
G Colmenares,Burdiso T,2000,1
G Colmenares,Ayala R,2000,1
G Colmenares,Herrera García B,2000,1
G Colmenares,Medina Y,2000,1
G Colmenares,Therneau T M,2000,2
M A Jalil,Misas M A,2000,1
M A Jalil,Christoffersen P,2000,1
M A Jalil,Diebold F X,2000,3
M A Jalil,Van Dijk D,2000,2
M A Jalil,Granger C B,2000,1
M A Jalil,Hornik K,2000,1
M A Jalil,Stinchcombe M,2000,1
M A Jalil,Liu T,2000,1
M A Jalil,Plasmans J,2000,1
M A Jalil,Verkooijen W,2000,1
M A Jalil,Daniels H,2000,1
M A Jalil,Santana J C,2000,1
M A Jalil,Varian H,2000,1
M A Jalil,Cho D,2000,1
M Misas,Gunther T A,2000,1
M Misas,Tay A S,2000,1
M Misas,Nasson J M,2000,1
M Misas,Timmermann A,2000,1
M Misas,Teräsvirta T,2000,2
M Misas,Granger C W J,2000,2
M Misas,Ghysels E,2000,1
M Misas,White H,2000,5
M Misas,Liu T,2000,1
M Misas,Rogoff K,2000,1
M Misas,Skouras S,2000,1
M Misas,Plasmans J,2000,1
M Misas,Edison H,2000,1
M Misas,Zellner A,2000,1
R Giraldo,Cardot H,2000,1
R Giraldo,Mancera J,2000,1
R Giraldo,He G,2000,1
R Giraldo,Muller H G,2000,1
R Giraldo,Wang J L,2000,1
R Giraldo,Huijbregts C J,2000,1
T Liberal Pereira,Aalen O O,2000,4
T Liberal Pereira,Huffer F W,2000,1
T Liberal Pereira,Utikal K J,2000,1
T Liberal Pereira,R Development Core Team,2000,1
T Liberal Pereira,Lenahan G A,2000,1
E A Colosimo,Mckeague I W,2000,3
E A Colosimo,Moeschberger M L,2000,1
E A Colosimo,R Development Core Team,2000,1
M C Raposo,Aalen O O,2000,4
M C Raposo,Vaeth M,2000,1
M C Raposo,Cribari Neto F,2000,1
M C Raposo,Zarkos S G,2000,1
M C Raposo,Gonçalves D U,2000,1
M C Raposo,Mckeague I W,2000,3
V I Lopez,Atkinson A C,2000,4
V I Lopez,Wynn H P,2000,1
V I Lopez,Haines L M,2000,1
V I Lopez,Wong W K,2000,1
V I Lopez,Tornsney B,2000,1
V I Lopez,Wu C F J,2000,1
V I Lopez,Rosenberger J L,2000,1
V I Lopez,R Development Core Team,2000,1
V I Lopez,Smith K,2000,1
R Ramos,Atkinson A C,2000,4
R Ramos,Donev A N,2000,1
R Ramos,Pepelyshev A,2000,2
R Ramos,Wynn H P,2000,1
R Ramos,Chernoff H,2000,1
R Ramos,Tornsney B,2000,1
R Ramos,Pukelsheim F,2000,3
A F Barrientos,Currie I,2000,1
A F Barrientos,Durban M,2000,1
A F Barrientos,Eilers P,2000,1
A F Barrientos,Olaya J,2000,1
A F Barrientos,R Development Core Team,2000,1
A F Barrientos,Wood S,2000,1
J Olaya,Abril J C,2000,1
J Olaya,Currie I,2000,1
J Olaya,Silverman B W,2000,1
J Olaya,Liu L,2000,1
J Olaya,Murillo J,2000,1
J Olaya,Wegman E J,2000,1
V M Gonzalez,Blaconá M T,2000,1
V M Gonzalez,Durban M,2000,1
V M Gonzalez,Fernández L,2000,1
V M Gonzalez,Liu L,2000,1
V M Gonzalez,Harvey A C,2000,1
V M Gonzalez,Murillo J,2000,1
V M Gonzalez,Trejos,2000,1
V M Gonzalez,Carvajal P,2000,1
V M Gonzalez,Olaya J,2000,1
V M Gonzalez,Wong C,2000,1
V M Gonzalez,Kohn R,2000,1
V M Gonzalez,Wegman E J,2000,1
C E Pardo,Cazes P,2000,1
C E Pardo,Doledec S,2000,1
C E Pardo,Dufour A B,2000,1
C E Pardo,Dalgaard P,2000,2
C E Pardo,Pinheiro J C,2000,1
P C Del Campo,Chessel D,2000,2
P C Del Campo,Doledec S,2000,1
P C Del Campo,Dahl D B,2000,1
P C Del Campo,Dalgaard P,2000,2
P C Del Campo,Hartigan J A,2000,1
P C Del Campo,Piron M,2000,1
P C Del Campo,Pinheiro J C,2000,1
E Castaño,Moore B J,2000,1
E Castaño,Tiao G C,2000,3
E Castaño,Castañeda M E,2000,1
E Castaño,Lin A M,2000,1
E Castaño,Harvey A C,2000,4
E Castaño,Ansley C F,2000,1
F Bautista,Higgins J J,2000,1
F Bautista,Brunner E,2000,1
E Gomez,Higgins J J,2000,1
E Gomez,Dudley H,2000,1
E Gomez,Sortres Ramos D,2000,1
J C Salazar,Gómez L M,2000,1
J C Salazar,Galarza C,2000,1
J C Salazar,Bhat U Ñ,2000,1
J C Salazar,Hall K S,2000,1
J C Salazar,Unverzagt F W,2000,1
J C Salazar,Gureje O,2000,1
J C Salazar,Jacquez J A,2000,1
J C Salazar,Joly P,2000,1
J C Salazar,Lawless J F,2000,1
J C Salazar,Marshall G,2000,1
J C Salazar,Guo W,2000,1
J C Salazar,Miller M E,2000,2
J C Salazar,Woodward M,2000,1
R I Palomino,Abramowitz M,2000,1
R I Palomino,Anaya J M,2000,2
R I Palomino,Rojas A,2000,1
R I Palomino,Martín J,2000,2
R I Palomino,Andersen P K,2000,1
R I Palomino,Gill R D,2000,1
R I Palomino,Keiding N,2000,1
R I Palomino,Ogunniyi A,2000,1
R I Palomino,Salazar J C,2000,2
R I Palomino,Kalbfleish J D,2000,1
R I Palomino,Lawless J F,2000,1
R I Palomino,Jones R H,2000,1
R I Palomino,Yu L M,2000,1
R I Palomino,James M K,2000,1
R I Palomino,Van Der Heijde D,2000,1
R I Palomino,Woodward M,2000,1
E Calvo,Pineda R,2000,1
E Calvo,Galarza C,2000,1
E Calvo,Martín J,2000,2
E Calvo,Hendrie H C,2000,1
E Calvo,Baiyewu O,2000,1
E Calvo,Jacquez J A,2000,1
E Calvo,Lawless J F,2000,1
E Calvo,Jones R H,2000,1
E Calvo,Schmitt F A,2000,1
E Calvo,Mendiondo M S,2000,1
E Calvo,Sas Institute,2000,1
E Calvo,Ten T R,2000,1
A Rojas,Aitkin M A,2000,1
A Rojas,Anaya J M,2000,2
A Rojas,Galarza C,2000,1
A Rojas,Liang K Y,2000,1
A Rojas,Frydman H,2000,1
A Rojas,L H S,2000,1
A Rojas,Hall K S,2000,1
A Rojas,Salazar J C,2000,2
A Rojas,Commenges D,2000,1
A Rojas,Kay R,2000,1
A Rojas,Guo W,2000,1
A Rojas,Jones R H,2000,1
A Rojas,Schmitt F A,2000,1
A Rojas,Yu L M,2000,1
A Rojas,Mendiondo M S,2000,1
M E Hincapie,Gómez L M,2000,1
M E Hincapie,Andersen P K,2000,1
M E Hincapie,Borgan O,2000,1
M E Hincapie,Gill R D,2000,1
M E Hincapie,Diggle P J,2000,1
M E Hincapie,L H S,2000,1
M E Hincapie,Hall K S,2000,1
M E Hincapie,Baiyewu O,2000,1
M E Hincapie,Gureje O,2000,1
G Colmenares,Kaplan E L,2000,1
M E Hincapie,Salazar J C,2000,2
M E Hincapie,Jacquez J A,2000,1
M E Hincapie,Commenges D,2000,1
M E Hincapie,Kay R,2000,1
M E Hincapie,Schmitt F A,2000,1
M E Hincapie,Kryscio R J,2000,1
M E Hincapie,Sas Institute,2000,1
M E Hincapie,Reboussin B A,2000,1
M E Hincapie,James M K,2000,1
M E Hincapie,Van Der Heijde D,2000,1
J M Anaya,Aitkin M A,2000,1
J M Anaya,Anaya J M,2000,2
J M Anaya,Pineda R,2000,1
J M Anaya,Rojas A,2000,1
J M Anaya,Gill R D,2000,1
J M Anaya,Bhat U Ñ,2000,1
J M Anaya,Diggle P J,2000,1
J M Anaya,Liang K Y,2000,1
J M Anaya,Frydman H,2000,1
J M Anaya,Harezlak J,2000,1
J M Anaya,Baiyewu O,2000,1
J M Anaya,Salazar J C,2000,2
J M Anaya,Commenges D,2000,1
J M Anaya,Vollmer W M,2000,1
J M Anaya,Marshall G,2000,1
J M Anaya,Jones R H,2000,1
J M Anaya,Ten T R,2000,1
J M Anaya,Reboussin B A,2000,1
F J Diaz,Aitkin M A,2000,1
F J Diaz,Gómez L M,2000,1
F J Diaz,Bhat U Ñ,2000,1
F J Diaz,L H S,2000,1
F J Diaz,Hall K S,2000,1
F J Diaz,Unverzagt F W,2000,1
F J Diaz,Iral R,2000,1
F J Diaz,Commenges D,2000,1
F J Diaz,Lawless J F,2000,1
F J Diaz,Vollmer W M,2000,1
F J Diaz,Kay R,2000,1
F J Diaz,Jones R H,2000,1
F J Diaz,Yu L M,2000,1
F J Diaz,Sas Institute,2000,1
M Pacheco,Shao J,2000,2
M Pacheco,Särndal C E,2000,1
M Pacheco,Swensson B,2000,1
G Martinez,Särndal C E,2000,1
P Martinez Camblor,Bamber D,2000,2
P Martinez Camblor,Dorfman D D,2000,2
P Martinez Camblor,Hsieh F,2000,2
P Martinez Camblor,Lloyd C J,2000,4
P Martinez Camblor,Los Arcos M,2000,2
P Martinez Camblor,Medina A,2000,2
P Martinez Camblor,Martínez Camblor P,2000,9
P Martinez Camblor,Prieto B,2000,2
R D Guevara,Johnson N L,2000,1
Vargas J A,Bissel A F,2000,1
Vargas J A,Mood Graybill,2000,1
Vargas J A,Shore H,2000,1
Y Ayala,Ayala S Y,2000,1
Y Ayala,Bartlett M S,2000,1
Y Ayala,Rubin D B,2000,2
Y Ayala,Diggle P J,2000,1
Y Ayala,Liang K Y,2000,1
Y Ayala,Wesmacott M,2000,1
Y Ayala,Horton N,2000,1
Y Ayala,Ibrahim J G,2000,2
Y Ayala,Mccullagh P M,2000,1
O O Melo,Ayala S Y,2000,1
O O Melo,Fitzmaurice G,2000,3
O O Melo,Healy M J,2000,1
O O Melo,Wesmacott M,2000,1
O O Melo,Ibrahim J G,2000,2
O O Melo,Nelder J A,2000,1
O O Melo,Peña D,2000,2
O O Melo,Srivastava M S,2000,3
O O Melo,Yang X,2000,1
O O Melo,Li J,2000,1
O O Melo,Zhao L P,2000,1
O O Melo,Zorn C J,2000,1
E A Coelho Barros,Raisz L G,2000,1
E A Coelho Barros,Rodan G A,2000,1
E A Coelho Barros,Bithell J,2000,1
E A Coelho Barros,Chib S,2000,1
E A Coelho Barros,Diciccio J T,2000,1
E A Coelho Barros,Efron B,2000,3
E A Coelho Barros,Eastell R,2000,1
E A Coelho Barros,Tibshirani R J,2000,2
E A Coelho Barros,Fainberg V,2000,1
E A Coelho Barros,Midthune D,2000,1
E A Coelho Barros,Kallu D N,2000,1
E A Coelho Barros,Keller T,2000,1
E A Coelho Barros,Spengler D M,2000,1
E A Coelho Barros,Lyles R H,2000,1
E A Coelho Barros,Montgomery D C,2000,1
E A Coelho Barros,Vinning G G,2000,1
E A Coelho Barros,Lechner A J,2000,1
E A Coelho Barros,R Development Core Team,2000,1
E A Coelho Barros,Rennó A C M,2000,1
E A Coelho Barros,Driusso P,2000,1
E A Coelho Barros,Ferreira V,2000,1
E A Coelho Barros,Turner R M,2000,1
E A Coelho Barros,Nauta J,2000,1
E A Coelho Barros,Tierney J M,2000,1
E A Coelho Barros,Sprintz S,2000,1
E A Coelho Barros,Zarrow N X,2000,1
P Angelotti Simoes,Bilezikian J P,2000,1
P Angelotti Simoes,Raisz L G,2000,1
P Angelotti Simoes,Box G B P,2000,1
P Angelotti Simoes,Wang Y G,2000,1
P Angelotti Simoes,Greenberg E,2000,1
P Angelotti Simoes,Hinkley D V,2000,1
P Angelotti Simoes,Efron B,2000,3
P Angelotti Simoes,Eastell R,2000,1
P Angelotti Simoes,Carroll R J,2000,1
P Angelotti Simoes,Gelman A,2000,1
P Angelotti Simoes,Peck E A,2000,1
P Angelotti Simoes,Vinning G G,2000,1
P Angelotti Simoes,Tuukanen J,2000,2
P Angelotti Simoes,Ferreira V,2000,1
P Angelotti Simoes,Szejnfeld V L,2000,1
P Angelotti Simoes,Turner R M,2000,1
P Angelotti Simoes,Sprintz S,2000,1
P Angelotti Simoes,Yochim J M,2000,1
J A Achcar,Bain S D,2000,1
J A Achcar,Rodan G A,2000,1
J A Achcar,Box G B P,2000,1
J A Achcar,Wang Y G,2000,1
J A Achcar,Efron B,2000,3
J A Achcar,Tibshirani R J,2000,2
J A Achcar,Carroll R J,2000,1
J A Achcar,Gelfand A E,2000,1
J A Achcar,Gelman A,2000,1
J A Achcar,Rubin D B,2000,1
J A Achcar,Kupper L L,2000,1
J A Achcar,Pohlman R L,2000,1
J A Achcar,Driusso P,2000,1
J A Achcar,Robbins S,2000,1
J A Achcar,Szejnfeld V L,2000,1
J A Achcar,Van Der Wiel H E,2000,1
J A Achcar,Zarrow N X,2000,1
J A Achcar,Mccarthy J L,2000,1
E Zangiacomi Martinez,Bilezikian J P,2000,1
E Zangiacomi Martinez,Raisz L G,2000,1
E Zangiacomi Martinez,Tiao G C,2000,1
E Zangiacomi Martinez,Carpenter J,2000,1
E Zangiacomi Martinez,Conference C D,2000,1
E Zangiacomi Martinez,Davison A C,2000,1
E Zangiacomi Martinez,Diciccio J T,2000,1
E Zangiacomi Martinez,Efron B,2000,3
E Zangiacomi Martinez,Tibshirani R J,2000,2
E Zangiacomi Martinez,Fainberg V,2000,1
E Zangiacomi Martinez,Gelman A,2000,1
E Zangiacomi Martinez,Spengler D M,2000,1
E Zangiacomi Martinez,Peck E A,2000,1
E Zangiacomi Martinez,Tuukanen J,2000,2
E Zangiacomi Martinez,R Development Core Team,2000,1
E Zangiacomi Martinez,Driusso P,2000,1
E Zangiacomi Martinez,Ferreira V,2000,1
E Zangiacomi Martinez,Spiegelhalter D J,2000,1
E Zangiacomi Martinez,Szejnfeld V L,2000,1
E Zangiacomi Martinez,Turner R M,2000,1
E Zangiacomi Martinez,Lips P,2000,1
E Zangiacomi Martinez,Van Lingen A,2000,1
E Zangiacomi Martinez,Wu C F J,2000,1
E Zangiacomi Martinez,Sprintz S,2000,1
A C Shimano,Hinkley D V,2000,1
A C Shimano,Herring A H,2000,1
A C Shimano,Rubin D B,2000,1
A C Shimano,Kallu D N,2000,1
A C Shimano,Keller T,2000,1
A C Shimano,Lyles R H,2000,1
A C Shimano,Kupper L L,2000,1
A C Shimano,Smith E L,2000,1
A C Shimano,Spiegelhalter D J,2000,1
A C Shimano,Szejnfeld V L,2000,1
A C Shimano,Van Der Wiel H E,2000,1
A C Shimano,Danielsen C C,2000,1
A C Shimano,Yeh J K,2000,1
A C Shimano,Tierney J M,2000,1
A C Shimano,Zarrow N X,2000,1
E Castaño,Bos C S,2000,1
E Castaño,Davies R,2000,1
E Castaño,Lai K K,2000,1
E Castaño,Ferris S H,2000,1
E Castaño,Hurst H E,2000,1
E Castaño,Kwiatkowski D,2000,1
E Castaño,Robinson P M,2000,4
E Castaño,West K,2000,1
E Castaño,Schwert G W,2000,2
E Castaño,Soofi A,2000,1
E Castaño,Stock J H,2000,2
E Castaño,Tschernig R,2000,1
E Castaño,Velasco C,2000,1
K Gomez,Swanson N R,2000,1
K Gomez,Diebold F,2000,1
K Gomez,Geweke J,2000,1
K Gomez,Mccabe B,2000,1
K Gomez,Hauser M,2000,1
K Gomez,Hosking J R M,2000,1
K Gomez,Hurst H E,2000,1
K Gomez,Kwiatkowski D,2000,1
K Gomez,Mandelbrot B,2000,1
K Gomez,Wang S,2000,1
K Gomez,Sowell F,2000,1
K Gomez,Stock J H,2000,1
S Gallon,Beran J,2000,2
S Gallon,Swanson N R,2000,1
S Gallon,Davies R,2000,1
S Gallon,Cheung Y W,2000,2
S Gallon,Chow K V,2000,1
S Gallon,Denning K C,2000,1
S Gallon,Geweke J,2000,1
S Gallon,Granger C W J,2000,2
S Gallon,Hosking J R M,2000,1
S Gallon,Phillips P B C,2000,1
S Gallon,Mandelbrot B,2000,1
S Gallon,Dickey D A,2000,1
S Gallon,Soofi A,2000,1
S Gallon,Sowell F,2000,1
S Gallon,Watson M W,2000,1
L G Sanchez,Delalleau O,2000,2
L G Sanchez,Shawe Taylor J,2000,2
L G Sanchez,Jolliffe I T,2000,1
L G Sanchez,Lecun Y,2000,1
L G Sanchez,Peña D,2000,1
G A Osorio,Roux N L,2000,1
G A Osorio,Vincent P,2000,2
G A Osorio,Ouimet M,2000,2
G A Osorio,Le Roux N,2000,1
G A Osorio,Chung F R K,2000,1
G A Osorio,Shawe Taylor J,2000,2
G A Osorio,Mika S,2000,1
G A Osorio,Knirsch P,2000,1
J F Suarez,Suykens J A K,2000,1
J F Suarez,Paiement J F,2000,2
J F Suarez,Vincent P,2000,2
J F Suarez,Le Roux N,2000,1
J F Suarez,Shawe Taylor J,2000,2
J F Suarez,Ratsch G,2000,1
L Guenni,Alexandersson H,2000,1
L Guenni,Caporello G,2000,1
L Guenni,Marn,2000,1
L Guenni,Quintana Gómez R A,2000,1
L Guenni,Solomon S D,2000,1
L Guenni,Manning M,2000,1
L Guenni,Chen Z,2000,1
L Guenni,West M,2000,1
E Degryze,Alexandersson H,2000,1
E Degryze,Caporello G,2000,1
E Degryze,Raventós J,2000,2
E Degryze,González Hidalgo J C,2000,2
E Degryze,Esri,2000,1
E Degryze,Marn,2000,1
E Degryze,Martelo M T,2000,1
E Degryze,Sigró J,2000,1
E Degryze,Solomon S D,2000,1
E Degryze,Tignor M,2000,1
E Degryze,Harrison P J,2000,1
K Alvarado,Raventós J,2000,2
K Alvarado,Waylen P,2000,1
K Alvarado,Aguilar E,2000,1
K Alvarado,Averyt K B,2000,1
K Alvarado,Wilks D,2000,1
P Martinez Camblor,Conover W J,2000,1
P Martinez Camblor,Horvath L,2000,2
P Martinez Camblor,Kruskall W H,2000,1
P Martinez Camblor,Scholz F W,2000,1
R A Perez,Birnbaum Z W,2000,2
R A Perez,Saunders S C,2000,2
T Hooks,Dubin R,2000,1
T Hooks,Isaaks E H,2000,1
T Hooks,Oliver D S,2000,1
T Hooks,Stein A D,2000,1
D Marx,Gelfand A E,2000,1
D Marx,Cressie N A C,2000,3
D Marx,Srivastava R M,2000,1
D Marx,Huijbregts C J,2000,2
D Marx,Searle S R,2000,1
S Kachman,Goovaerts P,2000,1
S Kachman,Johnson D E,2000,1
S Kachman,Searle S R,2000,1
S Kachman,Corsten I C A,2000,1
S Kachman,Zimmerman D L,2000,1
J Pedersen,Banerjee S,2000,1
J Pedersen,Carlin B P,2000,1
J Pedersen,Helterbrand J D,2000,1
J Pedersen,Isaaks E H,2000,1
J Pedersen,Milliken G A,2000,1
J Pedersen,Johnson D E,2000,1
J Pedersen,Oliver D S,2000,1
J Pedersen,Searle S R,2000,1
R Eigenberg,Carlin B P,2000,1
R Eigenberg,Cressie N A C,2000,2
R Eigenberg,Helterbrand J D,2000,1
R Eigenberg,Isaaks E H,2000,1
R Eigenberg,Stroup W W,2000,1
R Eigenberg,Johnson D E,2000,1
R Eigenberg,Stein A D,2000,1
V H Morales,Chan L K,2000,1
V H Morales,R Development Core Team,2000,1
V H Morales,Vargas J A,2000,1
V H Morales,Lin D,2000,1
V H Morales,Venkataramani C,2000,1
Vargas J A,Chan L K,2000,1
Vargas J A,Montgomery D C,2000,1
Vargas J A,Wilks S S,2000,1
A De Almeida,Brown M B,2000,2
A De Almeida,Schneider H,2000,1
A De Almeida,Conover W J,2000,1
A De Almeida,Davison A C,2000,1
A De Almeida,Elian S N,2000,1
A De Almeida,Manly B F J,2000,4
A De Almeida,James G S,2000,1
A De Almeida,Mehrotra D V,2000,1
A De Almeida,Stern J M,2000,1
S Elian,Conover W J,2000,1
S Elian,Johnson M M,2000,1
S Elian,Francis R I C C,2000,2
S Elian,James G S,2000,1
S Elian,Pereira C A B,2000,1
S Elian,Sattherthwaite F E,2000,1
J Nobre,Bickel P J,2000,1
J Nobre,Ruppert D,2000,1
J Nobre,Davison A C,2000,1
J Nobre,Hines W G S,2000,1
J Nobre,Levene H,2000,1
J Nobre,Mehrotra D V,2000,1
J Nobre,R Development Core Team,2000,2
J Nobre,Sattherthwaite F E,2000,1
A T De Zan,Atkinson A C,2000,1
A T De Zan,Hunter W G,2000,1
A T De Zan,De Zan A T,2000,1
A T De Zan,Khuri A I,2000,6
A T De Zan,Montgomery D C,2000,7
A T De Zan,Lindsey J K,2000,1
A T De Zan,Mccullagh P M,2000,1
A Vallejo,Collings S E,2000,1
A Vallejo,Fernández Aláez M,2000,1
A Vallejo,Ferriol M C,2000,1
A Vallejo,Gomá J,2000,1
A Vallejo,Hansson L A,2000,1
A Vallejo,Vakkilainen K,2000,1
A Vallejo,Van De Bund W J,2000,1
A Vallejo,Van Donk E,2000,1
A Vallejo,Vallejo G,2000,1
A Vallejo,Fernández P,2000,1
J L Vicente,Greenhouse S W,2000,1
J L Vicente,Geisser S,2000,1
J L Vicente,Huynh H,2000,1
J L Vicente,Johnson R A,2000,1
J L Vicente,Lavit C,2000,1
J L Vicente,Stephen D,2000,1
J L Vicente,Balayla D M,2000,1
J L Vicente,Ferriol M C,2000,1
J L Vicente,Gyllström M,2000,1
J L Vicente,Hansson L A,2000,1
J L Vicente,Miracle M R,2000,1
J L Vicente,Van De Bund W J,2000,1
J L Vicente,Van Donk E,2000,1
J L Vicente,Hunter M A,2000,1
J L Vicente,Vicente Villardón J L,2000,1
J L Vicente,Vallejo G,2000,1
J L Vicente,Fidalgo A M,2000,1
P Galindo,Gabriel K R,2000,1
P Galindo,Greenhouse S W,2000,1
P Galindo,Geisser S,2000,1
P Galindo,Wichern D W,2000,1
P Galindo,L’Hermier Des Plantes H,2000,1
P Galindo,Rao C R,2000,1
P Galindo,Fernández Aláez M,2000,1
P Galindo,Rueda J O,2000,1
P Galindo,Van De Bund W J,2000,1
P Galindo,Vallejo G,2000,1
M Fernandez,Greenhouse S W,2000,1
M Fernandez,Johnson R A,2000,1
M Fernandez,Balayla D M,2000,1
M Fernandez,Bécares E,2000,1
M Fernandez,Collings S E,2000,1
M Fernandez,Fernández Aláez M,2000,1
M Fernandez,Hansson L A,2000,1
M Fernandez,Kairesalo T,2000,1
M Fernandez,Van De Bund W J,2000,1
M Fernandez,Moss B,2000,1
M Fernandez,Vicente Villardón J L,2000,1
C Fernandez,Abdí H,2000,1
C Fernandez,Greenhouse S W,2000,1
C Fernandez,Lavit C,2000,1
C Fernandez,Rao C R,2000,1
C Fernandez,García P,2000,1
C Fernandez,Gomá J,2000,1
C Fernandez,Hansson L A,2000,1
C Fernandez,Van De Bund W J,2000,1
C Fernandez,Van Donk E,2000,1
C Fernandez,Vicente Villardón J L,2000,1
C Fernandez,Wilks S S,2000,1
E Becares,Greenhouse S W,2000,1
E Becares,Lavit C,2000,1
E Becares,Bécares E,2000,1
E Becares,Romo S,2000,1
E Becares,Van Donk E,2000,1
E Becares,Villena M J,2000,1
E Becares,Vallejo Arboleda A,2000,1
E Becares,Vallejo G,2000,1
E Becares,Wilks S S,2000,1
C J Barrera,Kao E,2000,1
C J Barrera,Kwiatkowski D,2000,1
J C Correa,Dunsmore I,2000,1
J C Correa,Komaki F,2000,1
J C Correa,Schmidt P,2000,1
J C Correa,Meeker W L,2000,1
J Martinez,Bartlett M S,2000,1
J Martinez,Rosales L F,2000,1
E Cepeda Cuervo,Agresti Alan,2000,3
E Cepeda Cuervo,Min Y,2000,1
E Cepeda Cuervo,Dasgupta A,2000,2
E Cepeda Cuervo,Canavos G,2000,1
E Cepeda Cuervo,Migon H S,2000,1
E Cepeda Cuervo,Gamerman D,2000,3
E Cepeda Cuervo,Merino C,2000,1
E Cepeda Cuervo,Wasserman L,2000,1
W Aguilar,Coull B,2000,1
W Aguilar,Min Y,2000,1
W Aguilar,Canavos G,2000,1
W Aguilar,Gamerman D,2000,1
W Aguilar,Merino C,2000,1
W Aguilar,R Development Core Team,2000,1
W Aguilar,Wasserman L,2000,1
V Cervantes,Smith A F M,2000,1
V Cervantes,Correa J,2000,1
V Cervantes,Sierra E,2000,1
V Cervantes,Merino C,2000,1
M Corrales,Agresti Alan,2000,3
M Corrales,Canavos G,2000,1
M Corrales,Sierra E,2000,1
M Corrales,Gamerman D,2000,1
M Corrales,R Development Core Team,2000,1
I Diaz,Bernardo J M,2000,1
I Diaz,Sierra E,2000,1
I Diaz,Henderson M,2000,1
I Diaz,Migon H S,2000,1
I Diaz,Wasserman L,2000,1
D Rodriguez,Bernardo J M,2000,1
D Rodriguez,Sierra E,2000,1
D Rodriguez,Meyer M,2000,1
P Angelotti Simoes,Yeh J K,2000,1
J A Achcar,Carpenter J,2000,1
J A Achcar,Herring A H,2000,1
E Zangiacomi Martinez,Rodan G A,2000,1
S Gallon,Wolters J,2000,1
G A Osorio,Jolliffe I T,2000,1
J F Suarez,Jolliffe I T,2000,1
E Degryze,Zwiers F,2000,1
R A Perez,Singpurwalla N D,2000,1
A De Almeida,Francis R I C C,2000,2
J Nobre,Francis R I C C,2000,2
C Fernandez,Moss B,2000,1
C Fernandez,Galindo M P,2000,1
J Nobre,Collet P,2000,1
J Nobre,Kosorok M R,2000,1
J Nobre,Cuesta Albertos J,2000,1
J Nobre,Fraiman R,2000,1
J Nobre,Dupoux E,2000,1
J Nobre,Reboussin D V,2000,1
M C Jaramillo,Bikeghbali A,2000,1
M C Jaramillo,Chambers J M,2000,1
M C Jaramillo,Stuck B W,2000,1
M C Jaramillo,Luciano E,2000,1
M C Jaramillo,Embrechts P,2000,1
M C Jaramillo,Mcneil A J,2000,1
M C Jaramillo,Genest C,2000,1
M C Jaramillo,Nelsen R B,2000,1
M C Jaramillo,Wells M T,2000,1
C M Lopera,Bedford T,2000,1
C M Lopera,Bouyé E,2000,1
C M Lopera,Durrleman V,2000,1
C M Lopera,Bikeghbali A,2000,1
C M Lopera,Cherubini U,2000,1
C M Lopera,Luciano E,2000,1
C M Lopera,Vecchiato W,2000,1
C M Lopera,Crowder M J,2000,1
C M Lopera,Dhaene J,2000,1
C M Lopera,Kaas R,2000,1
C M Lopera,Lund U,2000,1
C M Lopera,Agostinelli C,2000,1
C M Lopera,Nelsen R B,2000,1
E C Manotas,Canty A,2000,1
E C Manotas,Mallows C L,2000,1
E C Manotas,Cherubini U,2000,1
E C Manotas,Clayton D G,2000,1
E C Manotas,Valdez E A,2000,2
E C Manotas,Wang P,2000,1
E C Manotas,Favre A C,2000,1
S Yañez,Bedford T,2000,1
S Yañez,Mallows C L,2000,1
S Yañez,Dhaene J,2000,1
S Yañez,Goovaerts M,2000,1
S Yañez,Embrechts P,2000,1
S Yañez,Lindskog F,2000,1
S Yañez,Frank M J,2000,1
S Yañez,Frees E W,2000,3
S Yañez,Lund U,2000,1
S Yañez,Agostinelli C,2000,1
S Yañez,Yan J,2000,1
M E Correal,Correal M E,2000,1
M E Correal,Hallin M,2000,1
M E Correal,Poncela P,2000,2
M E Correal,Watson M W,2000,2
M E Correal,Engle R F,2000,1
M E Correal,Pai J S,2000,1
D Peña,Forni M,2000,1
D Peña,Chou R J,2000,1
D Peña,Poncela P,2000,2
D Peña,Watson M W,2000,2
D Peña,Engle R F,2000,1
D Peña,Wu L S,2000,1
D Peña,Pai J S,2000,1
M Sadinle,Berger R L,2000,1
M Sadinle,Fisher R A,2000,1
M Sadinle,Williams C B,2000,1
M Sadinle,Mcqueston J T,2000,1
P Martinez Camblor,Li Q,2000,3
