Titulo_Art,Procedencia_Art,Año_Art,Titulo_Ref,Procedencia_Ref,Año_Ref,Decada,Año_Art_Num,Año_Ref_Num,Dif_Años
Comparison Among High Dimensional Covariance Matrix Estimation Methods,Revista Estadística de Colombia,2011,High Dimensional Covariance Matrix Estimation Using A Factor Model,Journal Of Econometrics,2008,2010,2011,2008.0,3.0
Comparison Among High Dimensional Covariance Matrix Estimation Methods,Revista Estadística de Colombia,2011,Covariance Matrix Selection And Estimation Via Penalized Normal Likelihood,Biometrika,2006,2010,2011,2006.0,5.0
Comparison Among High Dimensional Covariance Matrix Estimation Methods,Revista Estadística de Colombia,2011,Nonstationary Dynamic Factor Analysis,Journal Of Statistics Planing And Inference,2006,2010,2011,2006.0,5.0
Comparison Among High Dimensional Covariance Matrix Estimation Methods,Revista Estadística de Colombia,2011,Dynamic Modelling Of Large Dimensional Covariance Matrices High Frequency Financial Econometrics,Springer-Verlag,2008,2010,2011,2008.0,3.0
Comparison Among High Dimensional Covariance Matrix Estimation Methods,Revista Estadística de Colombia,2011,On The Estimation Of Integrated Covariance Matrices Of High Dimensional Diffusion Processes,Hong Kong University Of Science And Technology,2010,2010,2011,2010.0,1.0
Estimating The Discounted Warranty Cost Of A Minimally Repaired Coherent System,Revista Estadística de Colombia,2011,Stochastic Models In Reliability,Springer-Verlag,1999,2010,2011,1999.0,12.0
Estimating The Discounted Warranty Cost Of A Minimally Repaired Coherent System,Revista Estadística de Colombia,2011,Product Warranty Management-3: A Review Of Mathematical Models,European Journal Of Operational Research,1992,2010,2011,1992.0,19.0
Estimating The Discounted Warranty Cost Of A Minimally Repaired Coherent System,Revista Estadística de Colombia,2011,A Warranty Cost Model With Intermittent And Heterogeneous Usage,Eksploatacja I Niezawodnosc-Maintenance And Reliability,2008,2010,2011,2008.0,3.0
Estimating The Discounted Warranty Cost Of A Minimally Repaired Coherent System,Revista Estadística de Colombia,2011,Warranty Reserves For Nonstationary Sales Processes,Naval Research Logistic,2002,2010,2011,2002.0,9.0
Estimating The Discounted Warranty Cost Of A Minimally Repaired Coherent System,Revista Estadística de Colombia,2011,Discounted And Per Unit Costs Of Product Warranty,Management Sciences,1987,2010,2011,1987.0,24.0
Estimating The Discounted Warranty Cost Of A Minimally Repaired Coherent System,Revista Estadística de Colombia,2011,Market Share And Warranty Costs For Renewable Warranty Programs,International Journal Of Production Economics,1993,2010,2011,1993.0,18.0
Estimating The Discounted Warranty Cost Of A Minimally Repaired Coherent System,Revista Estadística de Colombia,2011,Optimal Reliability Choice In Product Design,Engineering Optimization,1990,2010,2011,1990.0,21.0
Estimating The Discounted Warranty Cost Of A Minimally Repaired Coherent System,Revista Estadística de Colombia,2011,Cost Analysis Of Warranty Policies,Naval Research Logistic,1984,2010,2011,1984.0,27.0
Estimating The Discounted Warranty Cost Of A Minimally Repaired Coherent System,Revista Estadística de Colombia,2011,The Role Of Repair Strategy In Warranty Cost Minimization: An Investigation Via Quasi-Renewal Processes,European Journal Of Operational Research,2009,2010,2011,2009.0,2.0
Estimating The Discounted Warranty Cost Of A Minimally Repaired Coherent System,Revista Estadística de Colombia,2011,Warranty Servicing With Imperfect Repair,International Journal Of Production Economics,2008,2010,2011,2008.0,3.0
Bivariate Generalization Of The Kummer-Beta Distribution,Revista Estadística de Colombia,2011,Conditional Specification Of Statistical Models,Springer-Verlag,1999,2010,2011,1999.0,12.0
Bivariate Generalization Of The Kummer-Beta Distribution,Revista Estadística de Colombia,2011,Computationally Convenient Distributional Assumptions For Common-Value Auctions,Computational Economics,1998,2010,2011,1998.0,13.0
Bivariate Generalization Of The Kummer-Beta Distribution,Revista Estadística de Colombia,2011,Generalized Liouville Distribution,Computers And Mathematics With Applications,1996,2010,2011,1996.0,15.0
Bivariate Generalization Of The Kummer-Beta Distribution,Revista Estadística de Colombia,2011,The History Of The Dirichlet And Liouville Distributions,International Statistical Review,2001,2010,2011,2001.0,10.0
Bivariate Generalization Of The Kummer-Beta Distribution,Revista Estadística de Colombia,2011,Some Concepts Of Dependence,The Annals of Mathematical Statistics,1966,2010,2011,1966.0,45.0
Bivariate Generalization Of The Kummer-Beta Distribution,Revista Estadística de Colombia,2011,Some Bivariate Beta Distributions,A Journal Of Theoretical And Applied Statistics,2005,2010,2011,2005.0,6.0
Bivariate Generalization Of The Kummer-Beta Distribution,Revista Estadística de Colombia,2011,On A Multivariate Extension Of The Gamma And Beta Distributions,Siam Journal On Applied Mathematics,1981,2010,2011,1981.0,30.0
Bivariate Generalization Of The Kummer-Beta Distribution,Revista Estadística de Colombia,2011,Properties Of Generalized Liouville Distributions,Random Operators And Stochastic Equations,1997,2010,2011,1997.0,14.0
Bivariate Generalization Of The Kummer-Beta Distribution,Revista Estadística de Colombia,2011,On Maximum Entropy Characterization Of Pearson’S Type Ii And Vii Multivariate Distributions,Journal Of Multivariante Analysis,1999,2010,2011,1999.0,12.0
Bivariate Generalization Of The Kummer-Beta Distribution,Revista Estadística de Colombia,2011,Expressions For Rényi And Shannon Entropies For Multivariate Distributions,Statistics And Probability Letters,2005,2010,2011,2005.0,6.0
Testing Homogeneity For Poisson Processes,Revista Estadística de Colombia,2011,Estimation For Nonhomogeneous Poisson Processes From Aggregated Data,Operation Research,2003,2010,2011,2003.0,8.0
Testing Homogeneity For Poisson Processes,Revista Estadística de Colombia,2011,Nonparametric Estimation Of The Cumulative Intensity Function For A Nonhomogeneous Poisson Process,Management Sciences,1991,2010,2011,1991.0,20.0
Testing Homogeneity For Poisson Processes,Revista Estadística de Colombia,2011,Nonparametric Estimation And Variate Generation For A Nonhomogeneous Poisson Process From Event Count Data,Iie Transactions,2004,2010,2011,2004.0,7.0
Testing Homogeneity For Poisson Processes,Revista Estadística de Colombia,2011,A Comparison Of Some Control Chart Procedures,Tecnometrics,1966,2010,2011,1966.0,45.0
Testing Homogeneity For Poisson Processes,Revista Estadística de Colombia,2011,Approximation Theorems Of Mathematical Statistics,John Wiley & Sons,1980,2010,2011,1980.0,31.0
The Generalized Logistic Regression Estimator In A Finite Population Sampling Without Replacement Setting With Randomized Response,Revista Estadística de Colombia,2011,Logistic Generalized Regression Estimators,Survey Methodology,1998,2010,2011,1998.0,13.0
The Generalized Logistic Regression Estimator In A Finite Population Sampling Without Replacement Setting With Randomized Response,Revista Estadística de Colombia,2011,The Creation Of Theory: A Recent Application Of The Grounded Theory Method,The Qualitative Report,1996,2010,2011,1996.0,15.0
The Generalized Logistic Regression Estimator In A Finite Population Sampling Without Replacement Setting With Randomized Response,Revista Estadística de Colombia,2011,Randomized Response: A Survey Technique For Eliminating Evasive Answer Bias,Journal Of The American Statistical Association,1965,2010,2011,1965.0,46.0
"A Multivariate Analysis Approach To Forecasts Combination, Application To Foreign Exchange (Fx) Markets",Revista Estadística de Colombia,2011,Combined Forecasts In Principles Of Forecasting: A Handbook For Researchers And Practitioners,Kluwer Academic Publisher,2001,2010,2011,2001.0,10.0
"A Multivariate Analysis Approach To Forecasts Combination, Application To Foreign Exchange (Fx) Markets",Revista Estadística de Colombia,2011,Central Bank Survy Of Foreign Exhcange And Derivatives Market Activity In April 2001,Bank For International Settlements,2001,2010,2011,2001.0,10.0
"A Multivariate Analysis Approach To Forecasts Combination, Application To Foreign Exchange (Fx) Markets",Revista Estadística de Colombia,2011,Forecasting With More Than One Model,Journal Of Forecasting,1989,2010,2011,1989.0,22.0
"A Multivariate Analysis Approach To Forecasts Combination, Application To Foreign Exchange (Fx) Markets",Revista Estadística de Colombia,2011,Combining Forecasts: A Review And Annotated Bibliography,International Journal Of Forecasting,1989,2010,2011,1989.0,22.0
"A Multivariate Analysis Approach To Forecasts Combination, Application To Foreign Exchange (Fx) Markets",Revista Estadística de Colombia,2011,Expert Systems For Forecasting In Principles Of Forecasting: A Handbook For Researchers And Practitioners,Kluwer Academic Publisher,2001,2010,2011,2001.0,10.0
"A Multivariate Analysis Approach To Forecasts Combination, Application To Foreign Exchange (Fx) Markets",Revista Estadística de Colombia,2011,Rule-Based Forecasting: Development And Validation Of An Expert System Approach To Combining Time Series Extrapolations,Management Sciences,1992,2010,2011,1992.0,19.0
"A Multivariate Analysis Approach To Forecasts Combination, Application To Foreign Exchange (Fx) Markets",Revista Estadística de Colombia,2011,Handbook Of Economic Forecasting,Elsevier,2006,2010,2011,2006.0,5.0
"A Multivariate Analysis Approach To Forecasts Combination, Application To Foreign Exchange (Fx) Markets",Revista Estadística de Colombia,2011,"Applied Multivariate Data Analysis, Vol Ii: Categorical And Multivariate Methods",Springer-Verlag,1992,2010,2011,1992.0,19.0
"A Multivariate Analysis Approach To Forecasts Combination, Application To Foreign Exchange (Fx) Markets",Revista Estadística de Colombia,2011,Multi-Period Forecasting Using Different Models For Different Horizons: An Application To Us Economic Time Series Data,International Journal Of Forecasting,2003,2010,2011,2003.0,8.0
"A Multivariate Analysis Approach To Forecasts Combination, Application To Foreign Exchange (Fx) Markets",Revista Estadística de Colombia,2011,The $4 Trillion Question: What Explains Fx Growth Since The 2007 Survey?,Bis Quarterly Review,2010,2010,2011,2010.0,1.0
"A Multivariate Analysis Approach To Forecasts Combination, Application To Foreign Exchange (Fx) Markets",Revista Estadística de Colombia,2011,Short-Term Prediction Of Wind Power With A Clustering Approach,Renewable Energy,2010,2010,2011,2010.0,1.0
"A Multivariate Analysis Approach To Forecasts Combination, Application To Foreign Exchange (Fx) Markets",Revista Estadística de Colombia,2011,Long-Run Evolution Of Energy Prices,Energy Journal,1999,2010,2011,1999.0,12.0
"A Multivariate Analysis Approach To Forecasts Combination, Application To Foreign Exchange (Fx) Markets",Revista Estadística de Colombia,2011,Avoiding A Currency War,The International Economy,2004,2010,2011,2004.0,7.0
"A Multivariate Analysis Approach To Forecasts Combination, Application To Foreign Exchange (Fx) Markets",Revista Estadística de Colombia,2011,An Intelligent Model Selection And Forecasting System,Journal Of Forecasting,1999,2010,2011,1999.0,12.0
Aplicación Del Análisis De Datos Recurrentes Sobre Interruptores Fl245 En Interconexión Eléctrica Sa Application Of The Recurrent Data Analysis On Fl245 Switches At Interconexión Eléctrica Sa,Revista Estadística de Colombia,2011,Methods For The Analysis And Prediction Of Warranty Claims,Tecnometrics,1991,2010,2011,1991.0,20.0
Aplicación Del Análisis De Datos Recurrentes Sobre Interruptores Fl245 En Interconexión Eléctrica Sa Application Of The Recurrent Data Analysis On Fl245 Switches At Interconexión Eléctrica Sa,Revista Estadística de Colombia,2011,Estimating Distributions With Increasing Failure Rate In An Imperfect Repair Model,Lifetime Data Analysis,2002,2010,2011,2002.0,9.0
Aplicación Del Análisis De Datos Recurrentes Sobre Interruptores Fl245 En Interconexión Eléctrica Sa Application Of The Recurrent Data Analysis On Fl245 Switches At Interconexión Eléctrica Sa,Revista Estadística de Colombia,2011,Semiparametric Regression For The Mean And Rate Functions Of Recurrent Events,Journal of The Royal Statistical Society,2000,2010,2011,2000.0,11.0
Aplicación Del Análisis De Datos Recurrentes Sobre Interruptores Fl245 En Interconexión Eléctrica Sa Application Of The Recurrent Data Analysis On Fl245 Switches At Interconexión Eléctrica Sa,Revista Estadística de Colombia,2011,Metodología Para El Análisis De Datos De Recurrencia Aplicada A Los Interruptores Fl245,Interconexión Eléctrica Sa Esp,2004,2010,2011,2004.0,7.0
Análisis Bivariado De Confiabilidad Basado En Cópulas,Revista Estadística de Colombia,2011,Statistical Inference Procedures For Bivariate Archimedean Copulas,Journal Of The American Statistical Association,1993,2010,2011,1993.0,18.0
Análisis Bivariado De Confiabilidad Basado En Cópulas,Revista Estadística de Colombia,2011,Multivariate Models And Dependence Concepts,Chapman & Hall,1997,2010,2011,1997.0,14.0
Análisis Bivariado De Confiabilidad Basado En Cópulas,Revista Estadística de Colombia,2011,The Jackknife And Bootstrap,Springer-Verlag,1995,2010,2011,1995.0,16.0
"Funciones De Producción, Análisis De Economías A Escala Y Eficiencia Técnica En El Eje Cafetero Colombiano: Una Aproximación Con Frontera Estocástica",Revista Estadística de Colombia,2011,Functional Forms Of Stochastic Frontier Production Functions And Models For Technical Inefficiency Effects: A Comparative Study For Wheat Farmers In Pakistan,Journal Of Productivity Analysis,1991,2010,2011,1991.0,20.0
"Funciones De Producción, Análisis De Economías A Escala Y Eficiencia Técnica En El Eje Cafetero Colombiano: Una Aproximación Con Frontera Estocástica",Revista Estadística de Colombia,2011,Applications Of Duality Theory,Frontiers Of Quantitative Economics,1974,2010,2011,1974.0,37.0
